post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_رنگ,attribute_data:pa_رنگ,attribute:سایز,attribute_data:سایز,"attribute:ضد حساسیت","attribute_data:ضد حساسیت"
"آلبوم 2",woo-album-3,,90,"لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.","لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.",publish,,0,"2013-06-07 11:35:18",1,open,,,,yes,no,,9,,,,,,,visible,instock,no,,,no,,,,,,,,,,,"http://accessory1x.ir/wp-content/uploads/2013/06/cd_5_angle.jpg ! alt :  ! title : cd_5_angle ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2013/06/cd_6_flat.jpg ! alt :  ! title : cd_6_flat ! desc :  ! caption : ",,https://accessory1x.ir/product/woo-album-3/,1,simple,rated-3,"بدون دسته‌بندی",,,,,,,,
"سینگل ترک 2",woo-single-1,,93,"لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.","لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.",publish,,0,"2013-06-07 11:36:34",1,open,,,,yes,no,,3,,,,,,,visible,instock,no,,,no,,,,,,,,,,,"http://accessory1x.ir/wp-content/uploads/2013/06/cd_4_angle.jpg ! alt :  ! title : cd_4_angle ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2013/06/cd_4_flat.jpg ! alt :  ! title : cd_4_flat ! desc :  ! caption : ",,https://accessory1x.ir/product/woo-single-1/,0,simple,,"بدون دسته‌بندی",,,,,,,,
"آلبوم 5",woo-album-4,,96,"لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.","لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.",publish,,0,"2013-06-07 11:37:23",1,open,,,,yes,no,,9,,,,,,,visible,instock,no,,,no,,,,,,,,,,,"http://accessory1x.ir/wp-content/uploads/2013/06/cd_1_angle.jpg ! alt :  ! title : cd_1_angle ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2013/06/cd_6_flat.jpg ! alt :  ! title : cd_6_flat ! desc :  ! caption : ",,https://accessory1x.ir/product/woo-album-4/,2,simple,rated-5,"بدون دسته‌بندی",,,,,,,,
"سینگل ترک 1",woo-single-2,,99,"لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.","لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.",publish,,0,"2013-06-07 11:38:12",1,open,,,,no,no,,3,2,,,,,,visible,instock,no,,,no,,,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2013/06/cd_2_angle.jpg ! alt :  ! title : cd_2_angle ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2013/06/cd_4_flat.jpg ! alt :  ! title : cd_4_flat ! desc :  ! caption : ",,https://accessory1x.ir/product/woo-single-2/,2,simple,rated-4,"بدون دسته‌بندی",,,,,,,,
"تیشرت 5",woo-logo,,4780,"لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.","لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.",publish,,0,"2013-06-07 10:35:51",1,open,,,,no,no,1,20,18,,,,,,visible,instock,no,,,yes,,60,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2013/06/hoodie_7_front.jpg ! alt :  ! title : hoodie_7_front ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2013/06/hoodie_5_back.jpg ! alt :  ! title : hoodie_5_back ! desc :  ! caption : ",,https://accessory1x.ir/product/woo-logo/,4,simple,rated-4,"بدون دسته‌بندی",,,,,,,,
"پوستر 4",flying-ninja,,4781,"لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.","لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.",publish,,0,"2013-06-07 11:25:01",1,open,,,,no,no,,15,12,,,,,,visible,instock,no,,,no,,,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2013/06/poster_2_up.jpg ! alt :  ! title : poster_2_up ! desc :  ! caption : ",,https://accessory1x.ir/product/flying-ninja/,38,simple,rated-4,"بدون دسته‌بندی",,,,,,,,
"آلبوم 3",woo-album-2,,4783,"لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.","لورم ایپسوم متن ساختگی با تولید سادگی نامفهوم از صنعت چاپ، و با استفاده از طراحان گرافیک است، چاپگرها و متون بلکه روزنامه و مجله در ستون و سطرآنچنان که لازم است، و برای شرایط فعلی تکنولوژی مورد نیاز، و کاربردهای متنوع با هدف بهبود ابزارهای کاربردی می باشد، کتابهای زیادی در شصت و سه درصد گذشته حال و آینده، شناخت فراوان جامعه و متخصصان را می طلبد، تا با نرم افزارها شناخت بیشتری را برای طراحان رایانه ای علی الخصوص طراحان خلاقی، و فرهنگ پیشرو در زبان فارسی ایجاد کرد، در این صورت می توان امید داشت که تمام و دشواری موجود در ارائه راهکارها، و شرایط سخت تایپ به پایان رسد و زمان مورد نیاز شامل حروفچینی دستاوردهای اصلی، و جوابگوی سوالات پیوسته اهل دنیای موجود طراحی اساسا مورد استفاده قرار گیرد.",publish,,0,"2013-06-07 11:34:14",1,open,,,,yes,no,,9,,,,,,,visible,instock,no,,,no,,,,,,,,,,,"http://accessory1x.ir/wp-content/uploads/2013/06/cd_6_angle.jpg ! alt :  ! title : cd_6_angle ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2013/06/cd_6_flat.jpg ! alt :  ! title : cd_6_flat ! desc :  ! caption : ",,https://accessory1x.ir/product/woo-album-2/,1,simple,rated-4,"بدون دسته‌بندی",,,,,,,,
"پابند مدل YSX طرح ستاره و مروارید 0003",bind-ysx-design-star-pearl-0003,,24524,"<ul>
 	<li>ضد حساسیت</li>
 	<li>آبکاری طلا بر استیل</li>
 	<li> رنگ ثابت</li>
</ul>
&nbsp;

دقیقا مشابه طلای واقعی","مشخصات محصول:
<ul>
 	<li>ضد حساسیت</li>
 	<li>آبکاری طلا بر استیل</li>
 	<li> رنگ ثابت</li>
</ul>
&nbsp;

دقیقا مشابه طلای واقعی",publish,,0,"2022-09-18 14:36:40",1,open,0003,,,no,no,,100000,95000,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2022/09/asiastarjewelry_14010123_134835920.jpg ! alt : پابندysx ! title : پابندysx ! desc : پابندysx ! caption : پابندysx | http://accessory1x.ir/wp-content/uploads/2022/09/پابند-مدل-YSX-طرح-ستاره-و-مروارید-کد-0003.png ! alt : پابند مدل YSX طرح ستاره و مروارید کد 0003 ! title : پابند مدل YSX طرح ستاره و مروارید کد 0003 ! desc :  ! caption : ",,https://accessory1x.ir/product/bind-ysx-design-star-pearl-0003/,0,simple,,A1X|پابند,,,,,,,"مناسب برای تمامی پوست ها بدون تغیر رنگ",0|1|0
"دستبند مدل ژوپینگ طرح قلبی بانگین سواروسکی کد4958",bracelet-xuping-heart-design-swarovski-4958,,24547,,"مشخصات محصول:
<ul>
 	<li>ضد حساسیت</li>
 	<li>آبکاری طلا 18عیاربراستیل</li>
 	<li>رنگ ثابت</li>
 	<li>مناسب استفاده دائم</li>
</ul>
دقیقا مشابه طلای واقعی",publish,,0,"2022-09-19 15:38:34",2,open,4958,,,no,no,1,250000,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2022/09/287198292_761396108377211_3611359841081743636_n.jpg ! alt : دستبند مدل ژوپینگ طرح قلب مینیمال نگین کوب کد 4958 ! title : دستبند مدل ژوپینگ طرح قلب مینیمال نگین کوب کد 4958 ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2022/09/دستبند-مدل-ژوپینگ-طرح-قلب-مینیمال-نگین-کوب-کد-4958.png ! alt : دستبند مدل ژوپینگ طرح قلب مینیمال نگین کوب کد 4958 ! title : دستبند مدل ژوپینگ طرح قلب مینیمال نگین کوب کد 4958 ! desc :  ! caption : ",,https://accessory1x.ir/product/bracelet-xuping-heart-design-swarovski-4958/,0,simple,,A1X|دستبند,,,,,,,,
"گوشواره مدل ژوپینگ طرح آبشاری کد 0342",earrings-xuping-design-waterfall-0342,,24554,"اندازه آویز از زیر حلقه تا انتهای بلندترین زنجیر 7 سانتیمتر.

مناسب استفاده داعم.

7رج دورنگ

قفل بسیار راحت

لوگو ژوپینگ پشت آویز حک شده.","مشخصات محصول:
<ul>
 	<li>ضد حساسیت</li>
 	<li>آبکاری طلا 18 عیار بر استیل</li>
 	<li>رنگ ثابت</li>
</ul>",publish,,0,"2022-09-21 18:49:50",2,open,0342,,,no,no,,150000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2022/09/Group-192.jpg ! alt : گوشوار مدل ژوپینک طرح آبشاری کد 342 ! title : گوشوار مدل ژوپینک طرح آبشاری کد 342 ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2022/09/گوشوار-مدل-ژوپینک-طرح-آبشاری-کد-342.png ! alt : گوشوار مدل ژوپینک طرح آبشاری کد 342 ! title : گوشوار مدل ژوپینک طرح آبشاری کد 342 ! desc :  ! caption : ",,https://accessory1x.ir/product/earrings-xuping-design-waterfall-0342/,0,simple,,A1X|گوشواره,,,,,,,,
"نیم ست مدل ژوپینگ طرح کوفی کد 4243",halfset-xuping-design-kofi-4243,,24558,"نکته جالب توجه این که نیم ست به صورت پلمپ تحویل مشتری داده می شود و در بسته بندی پلپ زنجیر موجود نمی باشد.

مناسب استفاده داعم.","مشخصات محصول:
<ul>
 	<li>ضد حساسیت</li>
 	<li>آبکاری طلا 18 عیار بر استیل</li>
 	<li>رنگ ثابت</li>
</ul>",publish,,0,"2022-09-21 19:15:36",2,open,4243,,,no,no,,252000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2022/09/Group_139-e1663771708722.jpg ! alt : نیم ست مدل ژوپینگ طرح کوفی کد 4243 ! title : نیم ست مدل ژوپینگ طرح کوفی کد 4243 ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2022/09/نیم-ست-مدل-ژوپینگ-طرح-کوفی-کد-4243.png ! alt :  ! title : نیم ست مدل ژوپینگ طرح کوفی کد 4243 ! desc :  ! caption : ",,https://accessory1x.ir/product/halfset-xuping-design-kofi-4243/,0,simple,,A1X|گردنبند|گوشواره,,,,,,,,
"دستبند مدل ژوپینگ طرح کارتیر نگین کوب کد 4067",bracelet-xuping-cartier-4067,,24583,,,publish,,0,"2022-10-14 19:52:22",1,open,4067,,,no,no,1,395000,390000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2022/10/Group_153.jpg ! alt : دستبند مدل ژوپینگ طرح کارتیر نگین کوب کد 4067 ! title : دستبند مدل ژوپینگ طرح کارتیر نگین کوب کد 4067 ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2022/10/دستبند-مدل-ژوپینگ-طرح-کارتیر-نگین-کوب-کد-4067.png ! alt : دستبند مدل ژوپینگ طرح کارتیر نگین کوب کد 4067 ! title : دستبند مدل ژوپینگ طرح کارتیر نگین کوب کد 4067 ! desc :  ! caption : ",,https://accessory1x.ir/product/bracelet-xuping-cartier-4067/,0,simple,,A1X|دستبند,,,,,,,,
"دستبند مدل ژوپینگ طرح دندانه دار معکوس نگین کوب کد 1021",bracelet-xuping-1021,,24586,,,publish,,0,"2022-10-14 20:01:35",1,open,1021,,,no,no,1,248000,240000,,,,,,,instock,no,no,1,yes,taxable,,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2022/10/Group_147.jpg ! alt : دستبند مدل ژوپینگ طرح دندانه دار معکوس نگین کوب کد 1021 ! title : دستبند مدل ژوپینگ طرح دندانه دار معکوس نگین کوب کد 1021 ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2022/10/دستبند-مدل-ژوپینگ-طرح-دندانه-دار-معکوس-نگین-کوب-کد-1021.png ! alt : دستبند مدل ژوپینگ طرح دندانه دار معکوس نگین کوب کد 1021 ! title : دستبند مدل ژوپینگ طرح دندانه دار معکوس نگین کوب کد 1021 ! desc :  ! caption : ",,https://accessory1x.ir/product/bracelet-xuping-1021/,0,simple,,A1X|دستبند,,,,,,,,
"دستبند مدل ژوپینگ طرح چهارگوش نگین کوب دنباله دار کد 509",bracelet-xuping-509,,24589,,,publish,,0,"2022-10-14 20:25:25",1,open,509,,,no,no,1,327000,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2022/10/Group_149.jpg ! alt : دستبند مدل ژوپینگ طرح چهارگوش نگین کوب دنباله دار کد 509 ! title : دستبند مدل ژوپینگ طرح چهارگوش نگین کوب دنباله دار کد 509 ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2022/10/دستبند-مدل-ژوپینگ-طرح-چهارگوش-نگین-کوب-دنباله-دار-کد-509.png ! alt : دستبند مدل ژوپینگ طرح چهارگوش نگین کوب دنباله دار کد 509 ! title : دستبند مدل ژوپینگ طرح چهارگوش نگین کوب دنباله دار کد 509 ! desc :  ! caption : ",,https://accessory1x.ir/product/bracelet-xuping-509/,0,simple,,A1X|دستبند,,,,,,,,
"دستبند مدل ژوپینگ طرح قلب و پلاک کد 4958",bracelets-bindings-xuping,,24617,,,publish,,0,"2022-10-16 12:49:34",1,open,4959,,,no,no,,236000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2022/10/Group_141.jpg ! alt : دستبد و پابند ژوپینگ ! title : دستبد و پابند ژوپینگ ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2022/10/دستبند-مدل-ژوپینگ-طرح-قلب-و-پلاک-کد-4958.png ! alt : دستبند مدل ژوپینگ طرح قلب و پلاک کد 4958 ! title : دستبند مدل ژوپینگ طرح قلب و پلاک کد 4958 ! desc :  ! caption : ",,https://accessory1x.ir/product/bracelets-bindings-xuping/,0,simple,,A1X|پابند|دستبند,,,,,,,,
"دستبند مدل ژوپینگ طرح خلخال کد 910",bracelets-bindings-xuping-2,,24619,,,publish,,0,"2022-10-16 12:54:14",1,open,910,,,no,no,,134000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2022/10/Group_141.jpg ! alt : دستبد و پابند ژوپینگ ! title : دستبد و پابند ژوپینگ ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2022/10/دستبند-مدل-ژوپینگ-طرح-خلخال-کد-910.png ! alt : دستبند مدل ژوپینگ طرح خلخال کد 910 ! title : دستبند مدل ژوپینگ طرح خلخال کد 910 ! desc :  ! caption : ",,https://accessory1x.ir/product/bracelets-bindings-xuping-2/,0,simple,,A1X|پابند|دستبند,,,,,,,,
"دستبند مدل ژوپینگ طرح قلب کد 1070",bracelets-bindings-xuping-3,,24620,,,publish,,0,"2022-10-16 12:55:19",1,open,1070,,,no,no,,156000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://accessory1x.ir/wp-content/uploads/2022/10/Group_141.jpg ! alt : دستبد و پابند ژوپینگ ! title : دستبد و پابند ژوپینگ ! desc :  ! caption :  | http://accessory1x.ir/wp-content/uploads/2022/10/دستبند-مدل-ژوپینگ-طرح-قلب-کد-1070.png ! alt : دستبند مدل ژوپینگ طرح قلب کد 1070 ! title : دستبند مدل ژوپینگ طرح قلب کد 1070 ! desc :  ! caption : ",,https://accessory1x.ir/product/bracelets-bindings-xuping-3/,0,simple,,A1X|پابند|دستبند,,,,,,,,
